,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Era
72,10cc,The Original Soundtrack,I'm Not In Love,5HQEmiV2lKnSO6qa2fsR7x,0.404,0.523,4,-15.7,1,0.0575,0.000498,0.282,0.164,133.738,366640,4,70
73,Stevie Wonder,Signed Sealed And Delivered,"Signed, Sealed, Delivered (I'm Yours)",3M5eeHXgG4VplKNcsBC8Dj,0.67,0.619,0,-10.365,0,0.0323,0.0,0.0492,0.807,108.826,160500,4,70
74,Dolly Parton,Jolene,Jolene,2SpEHTbUuebeLkgs9QB7Ue,0.674,0.537,1,-10.971,0,0.0363,0.0,0.131,0.809,110.578,161533,4,70
75,Lou Reed,Transformer,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.000202,0.0934,0.385,104.522,254173,4,70
76,The Rolling Stones,Some Girls,Beast Of Burden - Remastered,77oU2rjC5XbjQfNe3bD6so,0.783,0.878,1,-3.864,0,0.0308,0.000778,0.0426,0.885,100.626,265173,4,70
77,Bachman-Turner Overdrive,Not Fragile,You Ain't Seen Nothing Yet,0HOrDVS349XFcpCYsO2hAP,0.475,0.439,11,-15.039,0,0.0427,0.000277,0.223,0.76,118.392,234867,4,70
78,Stevie Wonder,Songs In The Key Of Life,Isn't She Lovely,6RANU8AS5ICU5PEHh8BYtH,0.481,0.826,1,-6.974,0,0.0851,0.00352,0.324,0.819,118.679,394267,4,70
79,Supertramp,Breakfast In America (Deluxe Edition),The Logical Song - Remastered 2010,6mHOcVtsHLMuesJkswc0GZ,0.625,0.758,5,-6.213,0,0.0463,0.00022,0.153,0.695,119.719,251253,4,70
80,Steely Dan,Can't Buy A Thrill,Do It Again,2BstRQGodshjGpeDGQiNgo,0.682,0.537,2,-10.254,0,0.0323,3.07e-05,0.0556,0.963,124.574,356733,4,70
81,Eagles,The Very Best of the Eagles (2013 Remaster),Hotel California - 2013 Remaster,4Vn7TykT27PIygBiZjTR2s,0.579,0.508,2,-9.484,1,0.027,0.000494,0.0575,0.609,147.125,391376,4,70
82,Todd Rundgren,Something/Anything?,I Saw the Light - 2015 Remaster,5uRkew0DtfAQmv0oEYNwFF,0.504,0.673,0,-11.834,0,0.0336,2.29e-06,0.171,0.581,120.418,180280,4,70
83,Stevie Wonder,Songs In The Key Of Life,Sir Duke,4pNiE4LCVV74vfIBaUHm1b,0.588,0.568,6,-9.766,1,0.0672,0.0,0.0792,0.952,106.938,232760,4,70
84,Leo Sayer,Endless Flight,You Make Me Feel Like Dancing - Remastered,6gTrbqZnyljwXdYQTyBkSx,0.728,0.718,8,-5.281,0,0.0501,0.0,0.0579,0.733,95.922,219467,4,70
85,Rod Stewart,Atlantic Crossing,Sailing,6OuRbvP4PgbuzBIapVzmFJ,0.43,0.374,11,-9.949,1,0.0292,0.379,0.316,0.191,128.56,277960,4,70
86,Roberta Flack,Killing Me Softly,Killing Me Softly with His Song,3gsCAGsWr6pUm1Vy7CPPob,0.477,0.381,5,-10.237,0,0.0342,0.0,0.0615,0.329,121.568,286920,4,70
87,Bill Withers,Menagerie,Lovely Day,0bRXwKfigvpKZUurwqAlEh,0.69,0.651,9,-8.267,1,0.0324,0.00241,0.105,0.706,97.918,254560,4,70
88,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,Rich Girl - Remastered,5E3P9e1hvjyIOlFyqNB5eD,0.597,0.643,5,-6.303,1,0.134,0.0,0.0435,0.823,167.963,144333,4,70
89,America,America,A Horse with No Name,54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.0155,0.155,0.831,123.179,252240,4,70
90,Crystal Gayle,Crystal Gayle: The Hits,Don't It Make My Brown Eyes Blue,0d8U9eJajtUmiJVXbIO624,0.675,0.49,6,-7.818,1,0.0395,0.000313,0.113,0.353,84.409,157933,4,70
91,T. Rex,Electric Warrior,Get It On,0LoQuiekvzqx7n8flgEKzF,0.728,0.878,11,-6.926,0,0.0564,0.856,0.61,0.911,126.59,262613,4,70
92,Yusuf / Cat Stevens,Tea for the Tillerman,Father And Son,19slC7k8bsPOAKDjHYLU2W,0.499,0.33,7,-11.467,1,0.0348,4.21e-05,0.102,0.395,135.993,221000,4,70
93,Carpenters,Horizon,Please Mr. Postman,6RMo3zv9VjmcGi4V5O3cOL,0.669,0.514,9,-11.503,1,0.0293,6.97e-06,0.095,0.966,132.955,172733,4,70
94,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,American Girl,7MRyJPksH3G2cXHN8UKYzP,0.55,0.824,2,-5.988,1,0.0334,0.000127,0.366,0.777,114.512,214733,4,70
95,Hot Chocolate,Hot Chocolate,You Sexy Thing,714hERk9U1W8FMYkoC83CO,0.791,0.734,5,-5.464,1,0.0629,0.00165,0.167,0.962,105.854,244920,4,70
96,The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,0.443,0.403,0,-8.339,1,0.0322,0.0,0.111,0.41,143.462,243027,4,70
97,Al Green,Let's Stay Together,Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,0.756,0.397,7,-10.701,0,0.0522,0.0115,0.0542,0.507,101.985,199396,4,70
98,Stevie Wonder,Signed Sealed And Delivered,We Can Work It Out,6AplSHtiSr0cqimR27ghdV,0.619,0.574,8,-9.775,1,0.0328,0.0,0.0948,0.766,105.35,200440,4,70
99,The Knack,Get The Knack,My Sharona,1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,0,-9.558,1,0.0363,0.00125,0.0318,0.897,147.245,295400,4,70
0,Various Artists,LOVE,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",1UvTPXlImVd4jcucK4qJwb,0.7,0.781,6,-8.255,0,0.0507,0.00342,0.059,0.385,108.695,289067,4,80
1,Various Artists,Dirty Dancing,Hungry Eyes,25BxqC9Yo7TQ175DLAyMJs,0.703,0.517,5,-12.093,1,0.0254,0.0,0.0953,0.689,110.52,248267,4,80
2,Simple Minds,Celebrate (Greatest Hits),Don't You (Forget About Me) - Remastered,0A4PZuepTcIQVvA5m7R0M1,0.602,0.784,11,-7.976,0,0.0313,0.0852,0.0931,0.918,133.019,263973,4,80
3,Bruce Springsteen,Born In The U.S.A.,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,0.527,0.942,1,-5.64,0,0.0366,0.0,0.188,0.495,148.723,241307,4,80
4,Phil Collins,"Hello, I Must Be Going",You Can't Hurry Love,4YUlGNZfYA6EUE5KDsGqpC,0.639,0.923,7,-5.708,1,0.032,0.0,0.0879,0.761,97.874,175347,4,80
5,The Pointer Sisters,So Excited! (Expanded Edition),I'm So Excited,1ot6jEe4w4hYnsOPjd3xKQ,0.59,0.868,5,-5.832,0,0.048,0.000322,0.442,0.798,184.348,230640,4,80
6,Starship,Knee Deep In The Hoopla,We Built This City,6OnfBiiSc9RGKiBKKtZXgQ,0.661,0.908,5,-4.897,1,0.039,0.0,0.0708,0.656,144.091,296080,4,80
7,Elton John,Rocket Man (Deluxe Edition),I'm Still Standing,0lzpfrTARexLFXEACKSXTh,0.489,0.927,10,-6.298,0,0.17,0.00165,0.305,0.79,177.354,181787,4,80
8,Kenny Rogers,A Love Song Collection,Islands In The Stream,4WrwO9Un3ji5wnNySDGHwQ,0.589,0.641,8,-5.533,1,0.0313,0.0,0.0558,0.795,204.003,249880,4,80
9,The Police,Ghost In The Machine (Remastered),Every Little Thing She Does Is Magic - Remastered 2003,60HDLY1Dh2Hy9wTVI3WPzO,0.558,0.768,2,-9.997,1,0.0343,0.0626,0.128,0.429,81.909,259500,4,80
10,Billy Joel,An Innocent Man,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.943,4,-2.986,1,0.0456,0.0,0.601,0.791,128.992,197707,4,80
11,Queen,The Game (2011 Remaster),Crazy Little Thing Called Love - Remastered 2011,6xdLJrVj4vIXwhuG8TMopk,0.599,0.761,0,-6.887,1,0.0421,4.74e-06,0.349,0.712,77.015,163373,4,80
12,Bruce Springsteen,The River,Hungry Heart,1KsI8NEeAna8ZIdojI3FiT,0.641,0.894,8,-7.41,1,0.0273,0.009,0.157,0.972,109.823,199453,4,80
13,George Michael,Faith,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,0.887,0.48,11,-11.994,1,0.117,3.58e-05,0.0662,0.607,95.846,193200,4,80
14,Journey,The Essential Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg,0.491,0.802,4,-7.106,1,0.0392,0.0,0.387,0.472,119.25,248907,4,80
15,Cyndi Lauper,She's So Unusual,Time After Time,7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,0,-9.206,1,0.0286,1.34e-06,0.0824,0.294,130.388,241333,4,80
16,Joe Cocker,The Best Of Joe Cocker (Domestic Only),Up Where We Belong,0Co8hKbjUy273NrGliGdWZ,0.573,0.429,2,-8.68,1,0.0294,8.18e-05,0.0839,0.361,139.097,233240,4,80
17,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0,0.0732,0.774,139.131,216053,4,80
18,Robert Palmer,Riptide,Addicted To Love,5izGeTxueiFX1UPFGohY9w,0.702,0.578,2,-13.415,1,0.031,5.89e-06,0.0425,0.975,111.617,363640,4,80
19,Various Artists,Stranger Things (Soundtrack from the Netflix Original Series),Every Breath You Take,0SNGe4xksgp7CGnY5kMXOJ,0.822,0.478,1,-8.746,1,0.0343,0.0073,0.0813,0.722,117.394,251573,4,80
20,U2,The Joshua Tree (Super Deluxe),With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH,0.54,0.429,2,-11.822,1,0.0285,0.355,0.141,0.113,110.171,295516,4,80
21,Ultravox,The Collection,Dancing with Tears in My Eyes,42l1eOB0qSkTxHdEZEhqem,0.589,0.908,9,-8.117,1,0.0431,0.000252,0.596,0.926,143.959,244120,4,80
22,George Harrison,Cloud Nine,Got My Mind Set On You - 2004 Mix,3OeUlriM0EZHdWleJtjoVr,0.767,0.854,4,-6.947,1,0.0426,2.03e-06,0.485,0.963,149.206,234653,4,80
23,The Waterboys,This Is The Sea,The Whole Of The Moon - 2004 Remastered Version,2fMAEEhdpXo4ROX5eZcbOg,0.606,0.794,0,-7.168,1,0.0291,7.16e-06,0.125,0.584,105.813,302827,4,80
24,Katrina & The Waves,Katrina & The Waves,Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.173,0.0678,0.944,109.902,238733,4,80
25,U2,The Joshua Tree (Deluxe Edition Remastered),I Still Haven't Found What I'm Looking For - Remastered 2007,7gozgbG5EBTukCFWToTRA5,0.565,0.764,1,-9.43,1,0.0351,0.00488,0.079,0.686,100.891,277480,4,80
26,Mike & The Mechanics,Living Years,The Living Years,4YBIuDWPsVy9pXLCUBORZN,0.527,0.429,8,-12.431,1,0.0321,0.0,0.0865,0.277,97.893,332333,4,80
27,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,1.54e-06,0.631,0.813,105.39,162467,4,80
28,TOTO,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,7.95e-05,0.0481,0.732,92.717,295893,4,80
29,Huey Lewis & The News,Greatest Hits: Huey Lewis And The News,The Power Of Love,2olVm1lHicpveMAo4AUDRB,0.768,0.829,5,-5.109,1,0.0313,2.92e-05,0.097,0.962,118.773,234333,4,80
30,Culture Club,Colour By Numbers,Karma Chameleon - Remastered,2wSAWEYUHkt92X4SBAPqZE,0.668,0.73,10,-7.182,1,0.0366,0.0,0.188,0.894,92.049,252773,4,80
31,Crowded House,Crowded House,Don't Dream It's Over,7G7tgVYORlDuVprcYHuFJh,0.439,0.422,8,-17.227,1,0.0409,4.84e-05,0.0697,0.551,81.833,236933,4,80
32,Lionel Richie,Dancing On The Ceiling,Dancing On The Ceiling,0snPJPxkk0MbTc0xeUvAPt,0.698,0.774,0,-8.642,1,0.048,2.26e-06,0.394,0.731,133.197,270720,4,80
33,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,Heaven Is a Place on Earth,37Q5anxoGWYdRsyeXkkNoI,0.64,0.852,1,-8.119,0,0.0345,1.82e-06,0.0497,0.793,122.902,246520,4,80
34,Paul Simon,Graceland (25th Anniversary Deluxe Edition),You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,0.776,0.763,5,-8.124,1,0.0535,0.0065,0.077,0.82,128.433,280000,4,80
35,Queen,Hot Space (2011 Remaster),Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,2,-7.815,1,0.0476,0.0,0.103,0.462,113.805,248440,4,80
36,Dire Straits,Brothers In Arms (Remastered),Walk Of Life,4tyl9OMKMG8F2L0RUYQMH3,0.461,0.918,4,-8.507,1,0.0959,0.00033,0.126,0.802,172.435,249960,4,80
37,ABBA,Super Trouper,The Winner Takes It All,5kBZR12AntJUTo9UeAsKqP,0.458,0.794,6,-6.751,1,0.0376,0.00105,0.101,0.505,126.951,294720,4,80
38,The Bangles,Different Light,Manic Monday,798fUF6UnRn27xiVuKyJCi,0.685,0.571,2,-11.623,1,0.0299,2.38e-06,0.214,0.869,121.737,184173,4,80
39,Bruce Hornsby,The Way It Is,The Way It Is,6V50MyHPGhEmwYu0Wdyf0t,0.582,0.689,7,-12.203,1,0.0277,0.0571,0.145,0.531,111.166,297853,4,80
40,Genesis,Invisible Touch,Invisible Touch - Remastered,480dDrqG7LO6qDaphHeXlM,0.623,0.94,0,-5.731,1,0.0365,0.00184,0.0472,0.837,131.037,210133,4,80
41,Tom Petty,Full Moon Fever,Free Fallin',7woZGXjtaYwuvSoU1zToB3,0.617,0.435,5,-13.547,1,0.0256,0.0,0.0822,0.601,84.382,256667,4,80
42,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.814,291293,4,80
43,Steve Winwood,Talking Back To The Night,Valerie,3nQuDlaVZApyrG6tdsETe0,0.722,0.518,9,-10.78,1,0.0296,0.00453,0.0854,0.753,116.289,246667,4,80
44,Fleetwood Mac,Tango In the Night (Deluxe Edition),Little Lies - 2017 Remaster,4CoSCPlKNrWli7E5kFtbcl,0.64,0.649,2,-10.345,1,0.0264,8.3e-05,0.0551,0.865,124.825,221053,4,80
45,Prince,Purple Rain,Purple Rain,54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,1,0.0307,0.00228,0.689,0.189,113.066,520787,4,80
46,Various Artists,Footloose (15th Anniversary Collectors' Edition),"Footloose - From ""Footloose"" Soundtrack",2vz1CsL5WBsbpBcwgboTAw,0.583,0.905,2,-6.132,1,0.0733,0.00019,0.0593,0.646,173.982,226827,4,80
47,Foreigner,Agent Provocateur,I Want to Know What Love Is - 1999 Remaster,1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6,-10.036,1,0.0277,1.76e-06,0.131,0.423,81.204,304787,4,80
48,Various Artists,'80s Pop #1's,Higher Love - Single Version,17Ng10tIgnYmAitl0SgT3R,0.696,0.89,5,-6.819,1,0.0441,0.0596,0.5,0.922,98.742,252227,4,80
49,John Farnham,Collections,You're the Voice,5NwkWwfRJaT55hEPtCmJHx,0.369,0.762,10,-8.993,1,0.0464,2.8e-05,0.579,0.644,84.957,302107,4,80
50,The Cars,Heartbeat City,Drive,3wfujdbamR3Z46F4xav7LM,0.582,0.606,6,-9.961,1,0.0289,0.00139,0.151,0.504,111.441,234493,5,80
51,INXS,Kick (Remastered),Never Tear Us Apart,1GjbTNFImFrjFsNdleDe78,0.664,0.613,0,-7.56,1,0.0273,0.000128,0.175,0.193,96.6,184587,3,80
52,Bryan Adams,Reckless,Heaven,3wvfuyGNtR7ySfRkhtXtO9,0.394,0.398,9,-13.874,0,0.0262,0.0,0.115,0.357,69.979,243693,4,80
53,Daryl Hall & John Oates,Voices,You Make My Dreams,4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,5,-12.151,1,0.0552,0.112,0.0467,0.902,167.058,190627,4,80
54,Peter Gabriel,So (Remastered),Sledgehammer,029NqmIySn1kOY305AAhxT,0.657,0.685,1,-5.203,1,0.0334,0.0,0.037,0.424,96.458,313533,4,80
55,Dexys Midnight Runners,Come On Eileen / Dubious,Come On Eileen,3xKsPtA5XG91Zlh0SyycmM,0.41,0.874,0,-4.286,1,0.0907,0.0,0.0843,0.824,107.08,205933,4,80
56,TOTO,Greatest Hits: 40 Trips Around The Sun,Rosanna,65vEK65KeqeH11s3Ym8BWO,0.519,0.695,7,-7.219,0,0.0354,0.000617,0.576,0.713,82.314,330987,4,80
57,Fine Young Cannibals,The Platinum Collection,She Drives Me Crazy,0Zt9fqRK58Y0onY1VwaKp7,0.796,0.693,2,-6.02,1,0.0413,1.77e-05,0.0408,0.954,108.8,218907,4,80
58,ABBA,Super Trouper,Super Trouper,7AMnWNkwYPxaVDgkwmEEKj,0.767,0.632,0,-8.288,1,0.028,7.49e-06,0.2,0.953,118.35,254613,4,80
59,Heart,Bad Animals,Alone,54b8qPFqYqIndfdxiLApea,0.418,0.452,1,-13.099,1,0.0356,0.00026,0.0959,0.168,175.088,218733,4,80
60,Yazoo,Upstairs at Eric's,Only You,15Mh8m2BGTUptR8yy7fNAS,0.752,0.307,9,-17.063,1,0.0398,0.000135,0.0829,0.854,106.158,194173,4,80
61,Tears For Fears,Songs From The Big Chair,Everybody Wants To Rule The World,40dJCw4xU6Bd5ie9rfagNo,0.637,0.811,7,-11.345,1,0.0583,0.00451,0.107,0.552,112.053,251480,4,80
62,Roy Orbison,Mystery Girl,You Got It,6r20M5DWYdIoCDmDViBxuz,0.649,0.618,9,-10.728,1,0.0265,1.46e-06,0.192,0.667,114.688,210267,4,80
63,a-ha,Hunting High and Low,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.00125,0.0928,0.876,84.412,225280,4,80
64,Billy Ocean,The Very Best of Billy Ocean,"Get Outta My Dreams, Get Into My Car",2D4D3hiOf5U0W6SvJoCQph,0.666,0.91,4,-6.457,1,0.0399,8.43e-06,0.335,0.919,117.141,284373,4,80
65,The Rolling Stones,Tattoo You (2009 Re-Mastered),Start Me Up - Remastered,7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,1,0.0354,0.137,0.0918,0.971,122.429,213067,4,80
66,Various Artists,The Best Of The 80's,Girls Just Want to Have Fun,7sMGwiS4vOMcz86ZY3vKYM,0.705,0.847,6,-2.588,1,0.0361,3.21e-06,0.406,0.743,120.527,228120,4,80
67,The Proclaimers,Finest,I'm Gonna Be (500 Miles),66S14BkJDxgkYxLl5DCqOz,0.851,0.551,4,-5.177,1,0.0396,0.0,0.0827,0.807,131.922,219467,4,80
68,Bon Jovi,Slippery When Wet,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,1,0.0335,0.000214,0.294,0.795,122.511,249293,4,80
69,Various Artists,80 Totally 80s Hits,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1cx2NcSnJYdr3kvHWmX7fF,0.683,0.284,0,-15.207,0,0.0314,0.0,0.0608,0.207,120.233,257360,4,80
70,Erasure,The Innocents,A Little Respect - 2009 Remastered Version,7aS418hRnOnYrXeyrZilwk,0.607,0.784,0,-7.963,1,0.0258,3.85e-06,0.288,0.622,113.804,213987,4,80
71,Aretha Franklin,Aretha,I Knew You Were Waiting (For Me),0f6pHbsLzpWxl5CfhOUjBA,0.71,0.639,4,-12.839,1,0.045,0.0,0.172,0.733,107.947,241000,4,80
72,Kim Carnes,Mistaken Identity,Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,0.675,0.649,5,-10.271,1,0.0319,0.0,0.0959,0.596,116.624,228000,4,80
73,Various Artists,Streets Of Fire,I Can Dream About You,2TSVJz7sJIUInkzWVJIsCf,0.747,0.533,9,-12.165,1,0.0554,0.0,0.0344,0.875,112.987,247800,4,80
74,Phil Collins,...Hits,A Groovy Kind Of Love,5huh0htdiJDatAtbHLtpfz,0.46,0.182,2,-14.711,1,0.0303,2.57e-05,0.101,0.188,144.066,209333,4,80
75,REO Speedwagon,Wheels Are Turnin',Can't Fight This Feeling,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017,1,0.0266,1.82e-05,0.0877,0.19,156.344,294773,4,80
76,Peter Cetera,Solitude / Solitaire,Glory of Love,1eyq8cjUQ2daFthW2PC2GM,0.518,0.585,5,-8.485,1,0.0279,2.43e-06,0.31,0.312,144.998,258120,4,80
77,Simply Red,A New Flame (Expanded),If You Don't Know Me by Now - 2008 Remaster,7DFawVSjI88xR9mjnWwURg,0.638,0.352,10,-9.266,1,0.0268,0.0,0.105,0.204,94.173,204000,3,80
78,Stevie Wonder,At The Close Of A Century,I Just Called To Say I Love You,6RNDeRnWsRMjPdNVgupZCs,0.748,0.551,1,-9.054,1,0.0239,1.57e-06,0.0943,0.65,113.535,262240,4,80
79,Philip Bailey,Chinese Wall,Easy Lover,7INi4pMPG4IE0Smx5y4KVf,0.749,0.699,1,-13.108,1,0.0371,0.00192,0.0763,0.935,128.904,304507,4,80
80,The B-52's,Cosmic Thing,Love Shack,4W4wYHtsrgDiivRASVOINL,0.715,0.817,5,-6.227,0,0.0532,1.61e-06,0.851,0.871,133.858,321573,4,80
81,Roxette,Look Sharp! (2009 Version),The Look,0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,2,-5.363,1,0.0413,8.34e-06,0.0522,0.541,95.011,237320,4,80
82,John Mellencamp,American Fool,Jack & Diane,43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0392,6.94e-06,0.0799,0.625,103.94,254493,4,80
83,Prince,Around The World In A Day,Raspberry Beret,5jSz894ljfWE0IcHBSM39i,0.761,0.67,2,-12.759,1,0.0438,0.000426,0.0685,0.91,120.752,215173,4,80
84,Alannah Myles,Alannah Myles,Black Velvet,1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8,-10.07,1,0.0312,9.04e-05,0.106,0.469,91.147,287440,4,80
85,Bruce Springsteen,Born In The U.S.A.,Born In The U.S.A.,310epXrlbXmfGcD1qSdgVV,0.397,0.861,4,-12.156,1,0.0569,2.49e-05,0.35,0.512,121.856,278827,4,80
86,Various Artists,Arthur - The Album [Original Soundtrack],Arthur's Theme (Best That You Can Do),5fnOrhQ4KgT5irGCjIccGH,0.526,0.515,9,-11.169,1,0.0389,0.000816,0.181,0.518,136.543,234493,4,80
87,Cutting Crew,Broadcast,(I Just) Died In Your Arms,4ByEFOBuLXpCqvO1kw8Wdm,0.625,0.726,11,-11.402,0,0.0444,0.000169,0.0625,0.507,124.945,280400,4,80
88,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",End Of The Line,4HA2jo7wkMdN1lmLO6ryzE,0.578,0.836,2,-6.607,1,0.0512,1.36e-06,0.0583,0.932,167.026,209520,4,80
89,Rick Springfield,Working Class Dog,Jessie's Girl,2F1fnE1a8zQCogM6jJifHH,0.717,0.588,2,-13.953,1,0.0535,0.0,0.102,0.852,131.537,194267,4,80
90,Roxette,Look Sharp! (Extended Version),Listen To Your Heart,5JvsxPAHsGxwNq4xto2HtM,0.539,0.583,1,-4.935,0,0.0275,0.0,0.111,0.337,86.063,328093,4,80
91,Pet Shop Boys,Discography - Complete Singles Collection,Always on My Mind,07ABETRdek3ACMpRPvQuaT,0.533,0.783,7,-10.61,1,0.0366,0.0565,0.186,0.726,124.874,234907,4,80
92,Queen,The Works (2011 Remaster),Radio Ga Ga - 2011 Mix,1nQRg9q9uwALGzouOX5OyQ,0.744,0.502,5,-7.719,1,0.0359,0.000228,0.189,0.66,112.344,348227,4,80
93,Chris de Burgh,Into The Light,The Lady In Red,5tawGZuoaKGinhLIn9U5X4,0.548,0.294,10,-17.112,1,0.0333,3.34e-06,0.0392,0.491,76.698,256173,4,80
94,U2,The Unforgettable Fire (Deluxe Edition Remastered),Pride (In The Name Of Love) - Remastered 2009,65E62rOSbm7SZbAMYjNTJq,0.458,0.843,4,-7.201,1,0.0316,0.000296,0.778,0.713,105.701,228427,4,80
95,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.0,0.659,0.901,94.379,175173,4,80
96,Van Halen,1984 (Remastered),Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0,-6.219,1,0.0317,0.000376,0.0702,0.796,129.994,241600,4,80
97,INXS,INXS Remastered,Need You Tonight,1sR4aKaHpLrc9u7g4ii90U,0.795,0.63,10,-7.217,0,0.0841,0.575,0.0894,0.785,108.701,181107,4,80
98,Queen,The Works,I Want To Break Free,3mvoMBK8QDtnhz8U2L2XK2,0.862,0.401,4,-12.088,1,0.0374,0.00607,0.18,0.8,109.142,201000,4,80
99,Bonnie Tyler,The Very Best Of Bonnie Tyler,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,0.435,0.658,8,-8.179,1,0.0661,0.0,0.102,0.184,130.276,269787,4,80
0,Backstreet Boys,The Hits--Chapter One,I Want It That Way,6e40mgJiCid5HRAGrbpGA6,0.689,0.702,6,-5.642,0,0.0261,0,0.159,0.484,99.031,213600,4,90
1,Cher,It's a Man's World,Walking in Memphis,60Pwcnt2y9ML9VP4gwrcxm,0.696,0.679,2,-7.363,1,0.0305,0,0.165,0.527,128.982,235493,4,90
2,Shania Twain,Come On Over,You're Still The One,1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0,0.0886,0.634,133.822,212200,4,90
3,Spice Girls,Spiceworld,Stop,3FteycP8CaXS1MhjcXekVT,0.722,0.845,2,-4.446,0,0.0308,0,0.0561,0.965,130.13,204754,4,90
4,Bryan Adams,On A Day Like Today,When You're Gone,7p9dd71JR2ucoAuO1Sy0VZ,0.546,0.931,0,-6.344,1,0.0341,2.92e-05,0.11,0.643,125.495,204893,4,90
5,Wilson Phillips,Wilson Phillips,Hold On,4VZDv8sASBS8UruUBGTFdk,0.679,0.657,5,-9.897,1,0.0255,0,0.0497,0.546,97.8,266867,4,90
6,Take That,Nobody Else (Deluxe),Back for Good - Radio Mix,24fQpRwKFkC3Fe8QtvvrNw,0.6,0.504,5,-9.761,1,0.0292,0,0.137,0.547,78.961,242267,4,90
7,Shania Twain,Come On Over (International Version),Man! I Feel Like A Woman!,6q9orQ8lTnKFqBhxRB0bY5,0.664,0.889,10,-3.058,1,0.0468,0,0.298,0.729,124.986,233000,4,90
8,Cher,Believe,Believe,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0,0.0509,0.459,132.975,239027,4,90
9,Boyzone,A Different Beat,Picture Of You,2AlVWg58iy4Cx6KqD0XYu2,0.768,0.919,0,-6.066,1,0.0416,1.14e-06,0.366,0.862,116.649,206040,4,90
10,The La's,The La's,There She Goes,4c6vZqYHFur11FbWATIJ9P,0.533,0.761,7,-10.632,1,0.0298,0.829,0.207,0.917,122.777,162187,4,90
11,The Rembrandts,I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],"I'll Be There for You (Theme from ""Friends')",1lfjTOtTRUDkzcmahA4lcs,0.258,0.919,9,-6.927,1,0.0809,0,0.279,0.636,93.62,187293,4,90
