,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Era
0,Vanessa Carlton,A Thousand Miles (Enhanced),A Thousand Miles - Single Version,6t6rudGjkLftasgUiSGcPN,0.566,0.825,11,-4.504,1,0.0383,0,0.218,0.278,94.991,237920,4,00
1,Miley Cyrus,The Time Of Our Lives (International Version),Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.000115,0.0886,0.47,96.021,202067,4,00
2,Taylor Swift,Fearless,Love Story,1vrd6UOGamcKNGnSHJQlSt,0.618,0.741,2,-3.95,1,0.031,0,0.0822,0.296,118.984,235267,4,00
3,Kelly Clarkson,Since U Been Gone,Since U Been Gone,3iJTbZDSnZ676y5qObWDm0,0.664,0.741,0,-5.391,1,0.0343,0.0502,0.113,0.409,131.006,188960,4,00
4,Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0,0.0426,0.575,174.028,275987,4,00
5,Various Artists,Pure... 2000s Party,TiK ToK,6zQlRd6tvEVJm59P8PMj7o,0.745,0.667,2,-6.781,0,0.121,0,0.283,0.633,120.046,199733,4,00
6,Natasha Bedingfield,Unwritten,Unwritten,1D1nixOVWOxvNfWi0UD7VX,0.706,0.801,5,-6.333,1,0.0399,0,0.0822,0.63,100.013,259333,4,00
7,Iyaz,Replay,Replay,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0,0.168,0.195,91.031,182307,4,00
8,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,0.649,0.815,3,-3.796,0,0.0415,4.31e-05,0.671,0.765,126.03,230747,4,00
9,Rihanna,Good Girl Gone Bad: Reloaded,Take A Bow,3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0,0.0941,0.572,82.082,229413,4,00
10,Beyoncé,I AM...SASHA FIERCE,Halo,4JehYebiI9JE8sR8MisGVb,0.508,0.72,11,-5.908,0,0.0628,0,0.0563,0.472,79.983,261640,4,00
11,Taylor Swift,Red,I Knew You Were Trouble,6RjKVXi31fui9m4dbiGRrL,0.499,0.467,6,-6.744,1,0.0461,1.65e-06,0.0361,0.637,76.76,219720,4,00
12,Jordin Sparks,Jordin Sparks,No Air (feat. Chris Brown),1jUA4rb6ZCv4gby4YU53xq,0.466,0.759,8,-4.978,0,0.199,0,0.0587,0.328,160.033,264373,4,00
13,Katy Perry,One Of The Boys,Hot N Cold,0iGckQFyv6svOfAbAY9aWJ,0.706,0.841,7,-3.956,1,0.0418,0,0.0688,0.861,132.032,220227,4,00
14,Cascada,Everytime We Touch [Premium Edition],Every time we touch,2gOlrge3YTmYPwsCGgU62K,0.633,0.976,8,-5.362,1,0.0519,1.29e-05,0.382,0.493,142.027,197124,4,00
15,Taio Cruz,The Rokstarr Hits Collection,Dynamite,2CEgGE6aESpnmtfiZwYlbV,0.751,0.783,4,-3.724,1,0.0859,0,0.036,0.816,119.975,202613,4,00
16,Leona Lewis,Spirit,Bleeding Love,6LtPIXlIzPOTF8vTecYjRe,0.635,0.647,5,-5.865,1,0.0351,0,0.154,0.203,104.054,262693,4,00
17,Avril Lavigne,Let Go,Complicated,34xZFT7artr3SGqgSoR88L,0.582,0.758,5,-5.951,1,0.0464,8.41e-06,0.309,0.413,77.982,244507,4,00
18,Taylor Swift,Red,We Are Never Ever Getting Back Together,1F6oGPF75u9RuHH4BGx9Bf,0.624,0.685,7,-5.902,1,0.12,2.22e-05,0.126,0.781,86.059,193147,4,00
19,Beyoncé,B'Day Deluxe Edition,Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r,0.447,0.694,7,-4.637,0,0.382,5.46e-06,0.167,0.509,175.868,227853,4,00
20,Sugababes,Change,About You Now,1ctdfJSzp6qF2iDAVdDrfl,0.584,0.699,1,-6.065,0,0.0378,6.05e-05,0.486,0.585,82.499,212400,4,00
21,Atomic Kitten,Atomic Kitten,The Tide Is High - Radio Mix,5WuVWOngcRkMOx9RRLCvui,0.776,0.693,7,-2.528,1,0.0314,0.00177,0.0322,0.635,102.996,205360,4,00
22,Fergie,The Dutchess,Big Girls Don't Cry (Personal),6dgWWAs5yhWPOtvE1zuoQ1,0.708,0.641,7,-4.271,1,0.0335,0,0.0925,0.253,113.082,268120,4,00
23,Train,"Hey, Soul Sister","Hey, Soul Sister",0KpfYajJVVGgQ32Dby7e9i,0.675,0.885,1,-4.432,0,0.0436,0,0.086,0.768,97.03,216667,4,00
24,Katy Perry,One Of The Boys,I Kissed A Girl,14iN3o8ptQ8cFVZTEmyQRV,0.699,0.76,5,-3.173,1,0.0677,0,0.132,0.696,129.996,179640,4,00
25,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10,-5.892,0,0.0712,0,0.405,0.756,100.024,218093,4,00
26,Rihanna,Good Girl Gone Bad: Reloaded,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,0.835,0.669,6,-5.582,0,0.0643,6.92e-05,0.0535,0.542,122.668,267080,4,00
27,P!nk,Greatest Hits...So Far!!!,Raise Your Glass,05qq6mwIbG1ZsQhlMKyDwN,0.7,0.708,7,-4.952,1,0.087,0,0.0345,0.619,122.031,202850,4,00
28,Britney Spears,Oops!... I Did It Again,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,1.77e-05,0.355,0.894,95.053,211160,4,00
29,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,If I Were a Boy,1oQZk2bKBLgP1cbuFKvjkq,0.63,0.504,6,-6.152,1,0.0334,0,0.308,0.487,89.946,249867,4,00
30,The Script,The Script,Breakeven,4bCIt1XfHHGWo1UHKM11y9,0.63,0.698,10,-4.51,1,0.0244,0,0.0789,0.529,94.023,261427,4,00
31,Alicia Keys,As I Am,No One,0JEqGkvUiMTQmFY6sgL9kg,0.649,0.552,1,-5.419,0,0.0292,6.47e-06,0.111,0.158,89.969,253813,4,00
32,Ne-Yo,In My Own Words,So Sick,4SRqDmPxYX0pUb5B5ut2Ri,0.452,0.574,6,-8.336,1,0.31,0,0.189,0.58,92.791,207187,4,00
33,Avril Lavigne,Let Go,Sk8er Boi,4omisSlTk6Dsq2iQD7MA07,0.487,0.9,0,-4.417,1,0.0482,0,0.358,0.484,149.937,204000,4,00
34,Agnes,Dance Love Pop (The Love Love Love Edition),Release Me,4LiJE6pqgsTX3FtukW6bNh,0.621,0.923,2,-3.124,0,0.0321,7.28e-05,0.108,0.716,127.973,256213,4,00
35,Jason Derulo,Jason Derulo (International),In My Head,6St9lR6dhV2tpCNVz7qfrS,0.762,0.748,0,-4.15,0,0.033,0,0.348,0.851,110.009,199027,4,00
36,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,47Slg6LuqLaX0VodpSCvPt,0.637,0.843,5,-5.413,1,0.0432,0,0.0876,0.434,109.012,220733,4,00
37,Lady Gaga,Just Dance,Just Dance,5vQXxfGn1bjv5WESrYVVpw,0.821,0.741,1,-4.57,0,0.0313,2.51e-05,0.19,0.741,118.984,244440,4,00
38,Taio Cruz,Break Your Heart,Break Your Heart,3oN2Kq1h07LSSBSLYQp0Ns,0.604,0.918,3,-5.284,1,0.0312,0,0.0592,0.609,122.018,202653,4,00
39,Various Artists,Mother's Day Songs,Toxic,4fbaKWFRghusXd4bSBvvfN,0.774,0.838,5,-3.914,0,0.114,0.025,0.242,0.924,143.04,198800,4,00
40,Colbie Caillat,Coco,Bubbly,1cPLbefy6cUEFcrbVY2aFv,0.697,0.474,9,-6.663,1,0.0351,0,0.11,0.249,127.907,196280,4,00
41,Bruno Mars,Doo-Wops & Hooligans,Grenade,4lLtanYk6tkMvooU0tWzG8,0.706,0.558,2,-7.237,0,0.0593,0,0.118,0.227,110.443,223253,4,00
42,Black Eyed Peas,Elephunk (International Version),Where Is The Love?,0uqPG793dkDDN7sCUJJIVC,0.835,0.687,5,-3.18,1,0.184,0,0.132,0.828,94.059,272533,4,00
43,P!nk,Greatest Hits...So Far!!!,So What,7bprRkhvOXWmWpqOrEWbXu,0.531,0.864,11,-2.978,1,0.0433,2.05e-06,0.346,0.401,126.02,214520,4,00
44,Sara Bareilles,Little Voice,Love Song,4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,-3.142,0,0.0301,0,0.188,0.573,123.052,258827,4,00
45,Taylor Swift,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,2TF4UtYreqNbQ6Z9AccldU,0.621,0.417,10,-6.941,1,0.0231,0,0.119,0.289,99.953,203040,4,00
46,Bruno Mars,Doo-Wops & Hooligans,Marry You,6SKwQghsR8AISlxhcwyA9R,0.62,0.832,10,-4.848,1,0.036,0,0.104,0.481,144.926,230120,4,00
47,Kelly Clarkson,Greatest Hits - Chapter One,Because of You,1258tSoXDDa43uqT75r5N0,0.583,0.58,5,-5.395,0,0.0319,0,0.198,0.119,139.82,220373,4,00
48,Various Artists,Pure... 2000s Party,Beautiful Girls,1peT7rhuRsVvJVSSd0iXXp,0.543,0.642,4,-6.533,1,0.0888,0,0.243,0.749,117.923,241667,4,00
49,Flo Rida,Mail on Sunday,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,0.918,0.609,10,-5.64,0,0.0791,0,0.139,0.304,128.008,231400,4,00
50,David Archuleta,David Archuleta,Crush,4wCD0qOFNRu1Q6O3N6ycm4,0.57,0.664,0,-4.718,0,0.0322,1.2e-05,0.0719,0.487,162.084,213520,4,00
51,Mike Posner,31 Minutes to Takeoff,Cooler Than Me - Single Mix,2V4bv1fNWfTcyRJKmej6Sj,0.768,0.82,7,-4.63,0,0.0475,0,0.704,0.625,129.969,213293,4,00
52,Maroon 5,Songs About Jane,She Will Be Loved,5s5t0OFg9lIlBFaCI14K1i,0.524,0.711,0,-5.494,0,0.0405,0,0.134,0.539,203.867,257133,4,00
53,Owl City,Ocean Eyes,Fireflies,1mr3616BzLdhXfJmLmRsO8,0.513,0.661,3,-6.8,1,0.0439,0,0.118,0.461,180.118,228347,4,00
54,*NSYNC,Greatest Hits,Bye Bye Bye,2yiZyjMEByt9sJBZWnWaDR,0.571,0.87,8,-3.877,0,0.0641,6.6e-06,0.0564,0.813,172.716,199640,4,00
55,Michael Bublé,Crazy Love,Haven't Met You Yet,4fIWvT19w9PR0VVBuPYpWA,0.615,0.733,8,-4.808,1,0.0335,0,0.109,0.796,122.58,244587,4,00
56,Rihanna,Good Girl Gone Bad: Reloaded,Hate That I Love You,7iu0WYLdo4yksKf3seaxzI,0.637,0.73,5,-5.38,0,0.0874,0,0.0981,0.732,93.867,218947,4,00
57,Daniel Powter,Daniel Powter (U.S. Release),Bad Day,0mUyMawtxj1CJ76kn9gIZK,0.599,0.785,3,-4.013,1,0.0309,0.00336,0.151,0.52,140.046,233640,4,00
58,Lady Gaga,Bad Romance,Bad Romance,6MjiVEJy1YVuJNFu72OH61,0.695,0.919,0,-3.769,1,0.0381,4.1e-05,0.062,0.717,119.002,294640,4,00
59,Fergie,The Dutchess,Fergalicious,6Q44rxzH39y2tjic98Spo5,0.906,0.584,8,-7.72,0,0.316,0,0.128,0.831,129.055,292373,4,00
60,Mario,Let Me Love You,Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7,-8.97,0,0.0922,0,0.118,0.556,94.514,256733,4,00
61,Rihanna,Music Of The Sun,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,0.779,0.64,7,-8.415,1,0.159,0.00077,0.101,0.498,99.019,246960,4,00
62,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,0.743,0.766,0,-6.375,1,0.0265,0,0.509,0.61,127.96,289133,4,00
63,Plain White T's,Every Second Counts,Hey There Delilah,3DWOTqMQGp5q75fnVsWwaN,0.522,0.453,2,-7.859,1,0.0295,1.21e-06,0.101,0.306,103.879,233280,4,00
64,Maroon 5,Songs About Jane,This Love,5zF2zGPkL6Ipsn9AfAK6RP,0.714,0.868,5,-4.596,0,0.0363,0,0.0987,0.78,95.05,206200,4,00
65,Lady Gaga,The Fame Monster (International Deluxe),Poker Face,0le79px2kIBXQDxUe8ZUGP,0.851,0.806,4,-4.618,1,0.0788,1.39e-06,0.122,0.775,119.002,237200,4,00
66,Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,0.479,0.368,6,-7.784,1,0.0341,4.1e-05,0.118,0.142,92.959,216480,4,00
67,Destiny's Child,Survivor,Survivor,2Mpj1Ul5OFPyyP4wB62Rvi,0.514,0.911,1,-2.027,0,0.41,0,0.775,0.619,161.109,254027,4,00
68,Britney Spears,Circus (Deluxe Version),Womanizer,4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,1,0.0622,0,0.0889,0.235,139.0,224400,4,00
69,Jason Mraz,I'm Yours,I'm Yours,03yc0G2OoH1Eeyu7Piy8fK,0.689,0.432,11,-9.394,1,0.0452,0,0.0928,0.747,151.079,243494,4,00
70,Atomic Kitten,Right Now,Whole Again,16MJqq0vEuW6GRX6faetTm,0.747,0.706,4,-4.653,1,0.0413,0.00355,0.174,0.567,94.019,185013,4,00
71,Shontelle,No Gravity,Impossible - Main,5lD0amV3bUehz3Xt80tCQK,0.599,0.624,8,-3.631,1,0.0343,0,0.125,0.539,90.034,226533,4,00
72,The All-American Rejects,When The World Comes Down,Gives You Hell,5gb9UJkh8TfrNMRYOJNbew,0.718,0.691,4,-6.44,1,0.0387,0,0.0627,0.552,100.008,213107,4,00
73,The Killers,Hot Fuss,Mr. Brightside,0eGsygTp906u18L0Oimnem,0.351,0.928,1,-3.71,1,0.0759,0,0.0988,0.239,148.03,222076,4,00
74,Beyoncé,I AM...SASHA FIERCE,Single Ladies (Put a Ring on It),5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0,0.188,0.272,193.437,193213,4,00
75,P!nk,I'm Not Dead,Who Knew,7uYl7xgDeAOHP98obvrJvB,0.688,0.733,9,-4.569,1,0.0274,0,0.0756,0.459,140.004,208493,4,00
76,Estelle,Shine,American Boy,22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,0,-2.99,1,0.326,0,0.07,0.512,117.932,284733,4,00
77,The Script,#3,Hall of Fame,1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10,-4.343,1,0.0565,0,0.123,0.63,84.803,202533,4,00
78,The Pussycat Dolls,PCD (Revised International Version),Don't Cha,24kGngQeXHt0uhffKpq0zj,0.875,0.631,1,-3.475,1,0.099,2.54e-06,0.127,0.549,120.002,272080,4,00
79,Shakira,Laundry Service,"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG,0.793,0.832,1,-4.862,0,0.0406,1.12e-05,0.202,0.872,107.661,196160,4,00
80,Jamelia,Thank You,Superstar,3oobWqIgYrSRg18uqRuPIF,0.801,0.645,1,-6.93,1,0.0356,0,0.0357,0.824,110.01,215480,4,00
81,Ne-Yo,Because Of You,Because Of You,6CFPFnS9EcLs2I0nWqtWci,0.81,0.538,0,-5.784,0,0.0356,0,0.0951,0.828,109.97,266840,4,00
82,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.445,7,-9.129,1,0.106,6.77e-06,0.104,0.166,118.393,228707,3,00
83,James Morrison,"Songs For You, Truths For Me (International Exclusive Bundle)",Broken Strings,6jBUP2KCe821yqf1hiBqPR,0.57,0.717,1,-4.914,1,0.029,0,0.0833,0.321,111.91,250453,4,00
84,Lady Gaga,The Fame Monster (International Deluxe),Telephone,6DvgsZ0NiEPV9qYM931T1F,0.825,0.832,5,-5.853,0,0.0403,0.000789,0.114,0.713,122.021,220627,4,00
85,Sugababes,Taller In More Ways,Push The Button,3EDS89HeAhHiZKlljciK0a,0.962,0.66,8,-5.096,1,0.061,0,0.076,0.814,126.016,218093,4,00
86,Coldplay,Viva La Vida or Death and All His Friends,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.485,0.619,5,-7.115,0,0.0289,3.31e-06,0.109,0.416,138.017,242373,4,00
87,Ciara,Goodies,"One, Two Step (feat. Missy Elliott)",7uKcScNXuO3MWw6LowBjW1,0.944,0.511,5,-10.96,0,0.161,0.00107,0.0379,0.842,113.046,203787,4,00
88,Nelly Furtado,Loose (International Version),Promiscuous,2gam98EZKrF9XuOkU13ApN,0.808,0.97,10,-6.098,0,0.0506,6.13e-05,0.154,0.868,114.328,242293,4,00
89,Usher,Yeah!,Yeah!,2PkeVPcL32LA96cK5ySC3c,0.895,0.795,2,-4.693,1,0.0977,0,0.0403,0.574,105.004,250067,4,00
90,Adam Lambert,For Your Entertainment,Whataya Want from Me,2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11,-4.732,0,0.0489,0,0.0593,0.445,185.948,227320,4,00
91,Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,1,0.0362,1.34e-06,0.133,0.542,96.038,215360,4,00
92,Panic! At The Disco,A Fever You Can't Sweat Out,I Write Sins Not Tragedies,4bPQs0PHn4xbipzdPfn6du,0.567,0.795,9,-4.985,0,0.134,0,0.114,0.635,170.06,187613,4,00
93,Nelly,Nellyville,Dilemma,0ARK753YaiJbpLUk7z5yIM,0.727,0.552,2,-8.074,0,0.14,0.000164,0.198,0.607,168.189,289160,4,00
94,Blue,All Rise,All Rise,7jley98gCQFueQ5MCaFWIb,0.721,0.737,5,-2.734,0,0.0324,0,0.165,0.931,97.996,223547,4,00
95,Rihanna,Loud,Only Girl (In The World),0AH6WMe3OlAlUb5miXt2FQ,0.789,0.716,11,-4.241,0,0.0434,1.09e-05,0.069,0.609,125.91,235493,4,00
96,Keri Hilson,In A Perfect World...,Knock You Down,3OWcWJz1c0pIc6L3IDDhpP,0.588,0.877,8,-4.78,1,0.16,0,0.171,0.645,155.165,326187,4,00
97,Nickelback,All the Right Reasons (Walmart Exclusive Edition),Rockstar,3RlsVPIIs5KFhLFhxZ4iDF,0.616,0.91,0,-3.004,1,0.0386,0,0.343,0.693,144.073,252040,4,00
98,Wheatus,Wheatus,Teenage Dirtbag,25FTMokYEbEWHEdss5JLZS,0.625,0.85,4,-3.904,1,0.0495,0.000233,0.174,0.633,94.661,241667,4,00
99,Akon,Konvicted,Smack That,2kQuhkFX7uSVepCD3h29g5,0.939,0.742,5,-5.171,0,0.0467,0,0.107,0.924,118.978,212360,4,00
0,Taylor Swift,1989,Blank Space,2ls70nUDfjzm1lSRDuKxmw,0.752,0.678,5,-5.421,1,0.0646,1.64e-06,0.13,0.583,96.009,231827,4,10
1,One Direction,Midnight Memories (Deluxe),Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.0,0.119,0.286,121.07,245493,4,10
2,James Arthur,Say You Won't Let Go,Say You Won't Let Go,1Pw5C4N6Fn5E4mGCxmbbVa,0.4,0.564,10,-7.444,1,0.0523,0.0,0.0863,0.483,99.269,211240,4,10
3,Shawn Mendes,Shawn Mendes (Deluxe),Señorita,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0,0.0828,0.749,116.967,190800,4,10
4,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,47Slg6LuqLaX0VodpSCvPt,0.637,0.843,5,-5.413,1,0.0432,0.0,0.0876,0.434,109.012,220733,4,10
5,Taylor Swift,1989,Wildest Dreams,3fVnlF4pGqWI9flVENcT28,0.553,0.664,8,-7.417,1,0.0741,0.0056,0.106,0.467,140.06,220440,4,10
6,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.0,0.135,0.236,89.792,207520,4,10
7,Various Artists,NRJ 200% Hits 2012,What Makes You Beautiful,049rbQFWg5J85XAhtWTzL8,0.688,0.806,4,-2.628,1,0.0921,0.0,0.104,0.85,125.006,199133,4,10
8,Shawn Mendes,Illuminate (Deluxe),Treat You Better,76t5B0ttSAje5KHmQbv88t,0.683,0.797,10,-4.085,0,0.246,0.0,0.114,0.758,82.916,187973,4,10
9,Ariana Grande,My Everything (Deluxe),One Last Time,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,1.65e-06,0.096,0.104,125.026,197267,4,10
10,Justin Bieber,Purpose (Deluxe),Love Yourself,3hB5DgAiMAQ4DzYbsMq1IT,0.609,0.378,4,-9.828,1,0.438,0.0,0.28,0.515,100.418,233720,4,10
11,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.0,0.169,0.476,91.873,201000,4,10
12,5 Seconds of Summer,Youngblood,Youngblood,55S2PQgSMYAhgoTCcGCDfw,0.596,0.854,7,-5.114,0,0.463,0.0,0.124,0.152,120.274,203418,4,10
13,Shawn Mendes,Mercy,Mercy,4lYTkvMkcNRj9uoSr8Zpws,0.563,0.684,11,-4.916,0,0.0919,0.0,0.11,0.405,147.92,208733,4,10
14,Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987,4,10
15,Jessie J,"Flashlight (From ""Pitch Perfect 2"" Soundtrack)","Flashlight - From ""Pitch Perfect 2"" Soundtrack",6qC8Jj1XOxknPm8N7EbzKX,0.458,0.623,5,-7.109,1,0.0505,5.08e-06,0.11,0.417,147.635,208666,4,10
16,Various Artists,Weekendhygge,Like I'm Gonna Lose You (feat. John Legend),1XXbgifsLFB5pRNWuRqz0t,0.63,0.53,0,-7.259,1,0.0434,0.0,0.177,0.417,108.038,225053,3,10
17,One Direction,Drag Me Down,Drag Me Down,70OTIpw8x8UXUsuCHW9i1i,0.723,0.711,0,-5.576,0,0.0378,0.0,0.0528,0.606,138.098,192107,4,10
18,Alex & Sierra,It's About Us,Little Do You Know,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0.0323,0.0,0.188,0.37,145.879,185200,4,10
19,Maroon 5,Overexposed Track By Track,Payphone,1XGmzt0PVuFgQYYnV2It7A,0.743,0.752,4,-4.813,1,0.0414,0.0,0.287,0.545,110.015,231173,4,10
20,Zedd,The Middle,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.0,0.112,0.437,107.01,184732,4,10
21,Clean Bandit,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,1.6e-05,0.138,0.457,122.863,212459,4,10
22,Dua Lipa,Dua Lipa (Deluxe),IDGAF,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0,0.0824,0.51,97.028,217947,4,10
23,Charlie Puth,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),06KyNuuMOX1ROXRhj787tj,0.728,0.563,1,-8.053,0,0.134,0.0,0.179,0.352,100.017,217707,4,10
24,Adele,When We Were Young,When We Were Young,7ilS0BPWS8ek2P2GaxH3cP,0.377,0.595,3,-5.936,1,0.0489,0.0,0.095,0.264,144.464,290900,4,10
25,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,79cuOz3SPQTuFrp8WgftAu,0.857,0.8,2,-4.035,1,0.0583,0.0,0.0913,0.966,121.996,199440,4,10
26,Various Artists,Now That's What I Call Music! 91,Black Magic,7FtLZygO3k5bz49x02dQO7,0.775,0.885,4,-5.023,1,0.061,0.0,0.312,0.82,111.997,212720,4,10
27,Rachel Platten,Wildfire,Fight Song,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0,0.155,0.33,175.924,204013,4,10
28,Charlie Puth,Nine Track Mind,One Call Away,7soJgKhQTO8hLP2JPRkL5O,0.667,0.613,1,-5.353,1,0.0344,0.0,0.115,0.47,91.024,194453,4,10
29,John Legend,Love In The Future (Expanded Edition),All of Me,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.0,0.132,0.331,119.93,269560,4,10
30,Shawn Mendes,Handwritten (Deluxe),Stitches,1WP1r7fuvRqZRnUaTi2I1Q,0.746,0.754,1,-6.681,1,0.067,0.0,0.0486,0.764,149.882,206880,4,10
31,Adele,25,All I Ask,6HbI4e2Y2f6HYVV6r04M4W,0.592,0.28,4,-5.494,1,0.0283,0.0,0.124,0.348,141.899,271800,4,10
32,Katy Perry,PRISM (Deluxe),Unconditionally,2RPNCUaDL2ixoY9wGpoJoQ,0.555,0.729,7,-4.813,1,0.0387,0.0,0.209,0.369,129.003,228879,4,10
33,Taylor Swift,I Knew You Were Trouble.,I Knew You Were Trouble,21K6jcmZPktm7MftqfLfLg,0.602,0.465,6,-6.762,1,0.0367,5.34e-06,0.033,0.664,154.076,219720,4,10
34,Ellie Goulding,"Love Me Like You Do (From ""Fifty Shades Of Grey"")","Love Me Like You Do - From ""Fifty Shades Of Grey""",7y2YUIyCuVhBidENVT0068,0.258,0.631,5,-6.617,0,0.0541,0.0,0.127,0.266,189.583,252539,4,10
35,ZAYN,Dusk Till Dawn (Radio Edit),Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,1.27e-06,0.106,0.0967,180.043,239000,4,10
36,Ariana Grande,"thank u, next",7 rings,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.0,0.0881,0.327,140.048,178627,4,10
37,Charlie Puth,Attention,Attention,4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,3,-4.432,0,0.0432,3.12e-05,0.0848,0.777,100.041,211475,4,10
38,Calum Scott,Dancing On My Own,Dancing On My Own,02WacdrRpm4zlP8H7X6bnQ,0.608,0.174,1,-8.796,1,0.0332,1.92e-05,0.0855,0.193,112.175,260004,4,10
39,Alessia Cara,"How Far I'll Go (From ""Vaiana"")","How Far I'll Go - From ""Vaiana""",077IVIW6uv1lL78x7a3Oc3,0.309,0.544,9,-9.621,1,0.352,0.000265,0.0727,0.16,180.979,175517,4,10
40,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,1.3e-05,0.325,0.0862,117.973,245200,4,10
41,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),Pretty Girl - Cheat Codes X CADE Remix,39IsH7B5byx8NRlEKlZVg9,0.703,0.868,7,-4.661,0,0.0291,0.132,0.104,0.733,121.03,193613,4,10
42,James TW,First Impressions,When You Love Someone,5fX2oPyLCe5mBKqGDbOWqC,0.68,0.446,7,-6.039,1,0.0281,0.0,0.0515,0.339,125.863,216373,4,10
43,5 Seconds of Summer,5 Seconds Of Summer,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0.132,0.0,0.327,0.441,160.025,202496,4,10
44,Bruno Mars,Doo-Wops & Hooligans,Grenade,4lLtanYk6tkMvooU0tWzG8,0.706,0.558,2,-7.237,0,0.0593,0.0,0.118,0.227,110.443,223253,4,10
